Source,Target,Type,Name,Year,Partnerhip Type,Weight
25,17,Undirected,Joint Programme on the links between Biological and Cultural Diversity,2014,Coordinated activity,0.06666667
18,5,Undirected,Knowledge and Informatin for Sustainable Food Systems,2016,Collaborative partnerhip,1
18,13,Undirected,Land Degradation Assessment in Dryland Project (LADA),2002,Co-authorship,0.16666667
18,5,Undirected,Land Degradation Assessment in Dryland Project (LADA),2002,Co-authorship,0.16666667
18,1,Undirected,Land Degradation Assessment in Dryland Project (LADA),2002,Co-authorship,0.16666667
13,5,Undirected,Land Degradation Assessment in Dryland Project (LADA),2002,Co-authorship,0.16666667
13,1,Undirected,Land Degradation Assessment in Dryland Project (LADA),2002,Co-authorship,0.16666667
5,1,Undirected,Land Degradation Assessment in Dryland Project (LADA),2002,Co-authorship,0.16666667
13,45,Undirected,Land degradation neutrality for biodiversity conservation,2019,Co-authorship,1
13,18,Undirected,Land Degradation Neutrality in Small Island Developing States,2019,Co-authorship,1
13,1,Undirected,Land degradation neutrality: Interventions to foster gender equality,2019,Co-authorship,1
45,25,Undirected,Learning Kits on Biodiversity ,2011,Co-authorship,1
1,45,Undirected,"Leonardo Dicaprio Foundation: Nature for water, Nature for life",2018,Co-authorship,1
45,5,Undirected,Lion's Share,2018,Collaborative partnerhip,0.33333333
45,1,Undirected,Lion's Share,2018,Collaborative partnerhip,0.33333333
5,1,Undirected,Lion's Share,2018,Collaborative partnerhip,0.33333333
1,14,Undirected,Local Communities and Indigenous People Platform (LCIPP),2019,Coordinated activity,1
25,44,Undirected,Local Indigineos Knowledge Systesms (LINK),2017,#N/A,0.333333333
25,14,Undirected,Local Indigineos Knowledge Systesms (LINK),2017,#N/A,0.333333333
14,44,Undirected,Local Indigineos Knowledge Systesms (LINK),2017,#N/A,0.333333333
15,8,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
15,1,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
15,16,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
15,28,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
8,1,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
8,16,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
8,28,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
1,16,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
1,28,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
16,28,Undirected,Making Cities Resilient 2030,2010,#N/A,0.1
6,18,Undirected,Managing forests in displacement settings,2018,Co-authorship,1
13,11,Undirected,Manual for gender-responsive land degradatin neutrality transformative projects and programmes,2019,Co-authorship,1
18,1,Undirected,Mountain Partnership,2017,Collaborative partnerhip,0.33333333
18,45,Undirected,Mountain Partnership,2017,Collaborative partnerhip,0.33333333
1,45,Undirected,Mountain Partnership,2017,Collaborative partnerhip,0.33333333
18,45,Undirected,Multi-Stakeholder D21gue on Biodiversity Mainstreaming across Agricultural Sectors,2018,Collaborative partnerhip,1
1,29,Undirected,National Tobacco Control Strategy,2017,Co-authorship,1
18,28,Undirected,Natural Capital Protocol ,2016,Coordinated activity,0.333333333
18,5,Undirected,Natural Capital Protocol ,2016,Coordinated activity,0.333333333
28,5,Undirected,Natural Capital Protocol ,2016,Coordinated activity,0.333333333
45,5,Undirected,NBSAP Forum,2011,Collaborative partnerhip,0.33333333
45,1,Undirected,NBSAP Forum,2011,Collaborative partnerhip,0.33333333
5,1,Undirected,NBSAP Forum,2011,Collaborative partnerhip,0.33333333
1,5,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
1,12,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
1,21,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
1,26,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
5,12,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
5,21,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
5,26,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
12,21,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
12,26,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
21,26,Undirected,Partnership for Action on Green Economy (PAGE),2014,Collaborative partnerhip,0.1
1,5,Undirected,Poverty-Environment Initiative ,2018,Collaborative partnerhip,1
5,25,Undirected,Progres on Ambient Water Quality: P21ting the mon32ring methodology and initial findings for SDG indicator 6.3.2,2018,Co-authorship,1
18,20,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
18,24,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
18,28,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
18,4,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
18,35,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
20,24,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
20,28,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
20,4,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
20,35,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
24,28,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
24,4,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
24,35,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
28,4,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
28,35,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
4,35,Undirected,Realizing the potential of digitization to improve the agri-food system proposing a new international digital cuncil fo food and agriculture: a concept note ,2020,Co-authorship,0.06666667
29,5,Undirected,Reducing public health risks associated wih the sale of live wild animals of mammalian species in traditional food markets,2021,Co-authorship,1
18,1,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
18,15,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
18,5,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
18,7,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
18,10,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
18,4,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
18,31,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
1,15,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
1,5,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
1,7,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
1,10,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
1,4,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
1,31,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
15,5,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
15,7,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
15,10,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
15,4,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
15,31,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
5,7,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
5,10,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
5,4,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
5,31,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
7,10,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
7,4,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
7,31,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
10,4,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
10,31,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
4,31,Undirected,Risk-Informed Early Action Partnership,2019,Coordinated activity,0.035714286
45,18,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
45,5,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
45,13,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
45,14,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
45,28,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
18,5,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
18,13,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
18,14,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
18,28,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
5,13,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
5,14,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
5,28,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
13,14,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
13,28,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
14,28,Undirected,Sustainable Forest Management Toolbox,2014,Collaborative partnerhip,0.06666667
18,45,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
18,46,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
18,47,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
18,5,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
18,32,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
45,46,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
45,47,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
45,5,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
45,32,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
46,47,Undirected,Sustainable Wildlife Management and Biodiversity ,2014,Collaborative partnerhip,0.06666667
